word,content
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $24,999* As low as 2.99% APR FOR 36 MONTHS 1 $1500 Customer Cash † 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $24,999* As low as 2.99% APR FOR 36 MONTHS 1 $2500 Customer Cash † 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $22,499* As low as 2.99% APR FOR 36 MONTHS 1 $3500 Customer Cash † 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $16,299* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $16,299* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $16,199* As low as 2.99% APR FOR 36 MONTHS 1 $500 Customer Cash † 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
sport,"Offer Details Prices & Inventory Sport Touring 2021FJR1300ESPutting the “Sport” in Supersport Touring, experience superb power and torque for unequaled muscular acceleration across the RPM range."
yamaha,"Starting at $17,999* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
sport,Offer Details Prices & Inventory 2020FJR1300ESBuilt for the ultimate sport touring experience with leading‑edge technology such as electronic suspension and LED cornering headlights.
yamaha,"Starting at $17,999* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $17,299* As low as 2.99% APR FOR 36 MONTHS 1 $1000 Customer Cash † 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
road,Offer Details Prices & Inventory 2019NIKENLeaning Multi-Wheel technology delivers a high feeling of stability when cornering on various road surfaces.
yamaha,"Starting at $15,999* As low as 2.99% APR FOR 36 MONTHS 1 $1000 Customer Cash † 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
engine,"Offer Details Prices & Inventory 2021Tracer 9 GTFeaturing an all-new engine and premium sport touring features that come standard, the most versatile touring partner for when you're commuting or riding across the mountains."
yamaha,"Starting at $14,899* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $12,999* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $12,999* As low as 2.99% APR FOR 36 MONTHS 1 $1000 Customer Cash † 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
sport,Offer Details Prices & Inventory Scooter 2021XMAXThe ultimate Sport Scooter with a liquid-cooled engine that is both fuel efficient and performance proven.
yamaha,"Starting at $5,699* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
sport,Offer Details Prices & Inventory 2020XMAXThe ultimate Sport Scooter with a liquid-cooled engine that is fuel efficient and performance proven.
yamaha,"Starting at $5,699* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
sport,"Offer Details Prices & Inventory 2020SMAXThe best way to start your sport scooter adventure, 155cc engine, auto transmission, light, sporty handling and under seat storage."
yamaha,"Starting at $3,799* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $3,599* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Starting at $3,499* As low as 2.99% APR FOR 36 MONTHS 1 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Offer Details Prices & Inventory 1Offer available on approved purchases of a new 2017-2021 Yamaha Motorcycle, Scooter, ATV or Side x Side made on the Yamaha Credit Card issued by WebBank, member FDIC."
standard,Standard APR 15.99%-23.99%.
yamaha,"Yamaha Links Find a Dealer Contact a Dealer Current Offers Events & Demos Rent a Yamaha Demo a Yamaha Racing Build Your Own Model History Rider Training Purchase Tools Owner's Manuals Buy Manuals Online Accessories Apparel View Parts Catalog Yamalube Shop & Maintenance Yamaha Extended Service Connect with Yamaha Sign up for Email Updates Yamaha proudly supports Corporate Links Yamaha Motor USA Home Become a Dealer Privacy Policy Terms & Conditions Product Recalls Factory Modifications Campaigns CPSC Alerts Fleet & Rental Sales Government Agency Sales Yamaha Motor Global ©2021 Yamaha Motor Corporation, U.S.A. All Rights Reserved."
motorcycle,'Irbit Motorcycle Factory') is a Russian maker of heavy sidecar motorcycles.
motorcycle,Contents 1 History 2 Modern-day products 3 Corporate information 4 Sources 5 External links History[edit] IMZ-Ural motorcycle with Leading Link forks and sidecar Ural 650 SPORTSMAN sidecar 1999 The origins of the IMZ-Ural are linked to developments in the Eastern Front during World War II.
motorcycle,[2] A meeting was held at the Soviet Defence Ministry to devise a motorcycle that would be suitable for the Red Army.
motorcycle,"The motorcycle was ""modeled after a late-1930s BMW sidecar bike called the R71, which Nazi Germany provided to the Soviet Union after the countries signed the nonaggression Molotov–Ribbentrop pact in 1939."
motorcycle,"""[3] According to official accounts, after lengthy discussion, the BMW R71 motorcycle was found to closely match the Red Army's requirements."
motorcycle,"Early in 1941, the prototypes of the Dnepr M-72 motorcycle were shown to Stalin who made the decision to enter mass production."
motorcycle,"As production escalated, the Moscow Motorcycle Plant was established, producing hundreds of Russian M-72 sidecar motorcycles."
motorcycle,"The decision was made to move the motorcycle plant east, out of bombing range and into the resource rich Ural mountain region."
motorcycle,"After WWII the factory was expanded, and in 1950 the 30,000th motorcycle was produced."
motorcycle,"In the late 1950s, the KMZ plant in Ukraine assumed the task of supplying the military, and the Irbit Motorcycle Works (IMZ) focused on making bikes for domestic consumers."
road,"(September 2017) (Learn how and when to remove this template message) Ural Gear Up Sahara Front view 2009 Ural ""T"" with sidecar, satin powder coat finish and red detail The main products today are the heavy duty Ural sidecar motorcycles with two-wheel-drive designed for rough, rugged terrain, and cT model for urban commuting and paved road touring."
engine,The company has developed an engine that meets the standards required by the modern sporting and leisure rider.
engine,"Though the outward appearance of the engine is the same as before, new quality control techniques employ better alloying and casting, better engineering tolerances, and better paint, powder coating and stainless steel exhausts while retaining the advantage of continuity with the inherently balanced design of a horizontally-opposed flat twin engine with roller bearings in a solid frame."
motorcycle,"Like most motorcycle manufacturers, Ural now sources pre-made components in many cases — buying alternators from Nippon Denso, brakes from Brembo, handlebar controls from Domino, forks from Paioli, ignitions from Ducati Energia, etc."
engine,"The company makes the frame, engine and body parts."
engine,The crankshaft had a longer stroke which increased engine capacity by 15% from 650 to 750 cc (40 to 46 cu in).
engine,"In 2007, Ural switched to a Ducati electronic ignition, and used new engine and transmission gears, designed by Herzog in Germany, providing a quieter engine and smoother-shifting transmission."
motorcycle,"[citation needed] Major changes were made to the motorcycle for the 2014 model year, including disc brakes on all three wheels, fuel injection and a hydraulic steering damper."
motorcycle,"""Russian Motorcycle UK History""."
motorcycle,"IMZ Ural Motorcycles official page Ural sidecar motorcycles tours in the Urals Ural Motorcycles official page vteRussian motorcycle manufacturersActive IMZ-Ural Velomotors ZiD Former Gorky Motorcycle Plant Izh Leutner Moscow Motorcycle Plant NATI Podolsk Mechanical Plant TIZ Tulamashzavod Retrieved from ""https://en.wikipedia.org/w/index.php?title=IMZ-Ural&oldid=996603215"" Categories: Motorcycle manufacturers of the Soviet UnionMotorcycle manufacturers of RussiaSidecarsMilitary motorcyclesCompanies of the Soviet UnionMotorcycles powered by flat enginesVehicle manufacturing companies established in 1941Russian brandsSoviet brandsCompanies based in Sverdlovsk Oblast1941 establishments in the Soviet UnionHidden categories: Articles containing Russian-language textArticles needing additional references from September 2017All articles needing additional referencesArticles that may contain original research from September 2017All articles that may contain original researchAll articles with unsourced statementsArticles with unsourced statements from February 2012Articles needing additional references from April 2008Commons category link is locally defined"
daimler,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search First motorcycle, 1885 Daimler ReitwagenA Reitwagen replica at the Mercedes-Benz MuseumManufacturerGottlieb Daimler and Wilhelm MaybachAlso calledEinspur ""single track""Fahrzeug mit Gas bezw."
daimler,"Crank start.Bore / stroke58 mm × 100 mm (2.3 in × 3.9 in)Top speed11 km/h (6.8 mph)[1][2]Power0.5 hp (0.37 kW) @ 600 rpm[1][2]Ignition typeHot tubeTransmissionSingle speed, belt drive (1885) Two speed, belt primary, pinion gear final drive (1886)Frame typeWood beamSuspensionNoneBrakesFront: noneRear: shoeTiresIron over wood rim, wood spokes.Rake, trail0°, 0 mmWeight90 kg (200 lb)[1] (dry) The Daimler Reitwagen (""riding car"") or Einspur (""single track"") was a motor vehicle made by Gottlieb Daimler and Wilhelm Maybach in 1885."
daimler,"[3][4][5] Daimler is often called ""the father of the motorcycle"" for this invention."
engine,"[6][7][8] Even when the three steam powered two wheelers that preceded the Reitwagen, the Michaux-Perreaux and Roper of 1867–1869, and the 1884 Copeland, are considered motorcycles, it remains nonetheless the first gasoline internal combustion motorcycle,[9][10][11] and the forerunner of all vehicles, land, sea and air, that use its overwhelmingly popular engine type."
motorcycle,[edit] The Reitwagen's status as the first motorcycle rests on whether the definition of motorcycle includes having an internal combustion engine.
motorcycle,"[1][11] If the outriggers are accepted as auxiliary stabilizers, they point to a deeper issue in bicycle and motorcycle dynamics, in that Daimler's testbed needed the training wheels because it did not employ the then well-understood principles of rake and trail."
motorcycle,"""[18] Cycle World's Technical Editor Kevin Cameron, however, maintains that steam power was a dead end and the Reitwagen was the first motorcycle because it hit upon the successful engine type, saying, ""History follows things that succeed, not things that fail."
daimler,Gottlieb Daimler visited Paris in 1861 and spent time observing the first internal combustion engine developed by Etienne Lenoir.
daimler,In 1872 Gottlieb Daimler had become the director of N.A.
engine,Otto & Cie the world's largest engine manufacturer.
engine,[22] Otto's company had created the first successful gaseous fuel engine in 1864 and in 1876 finally succeeded in creating a compressed charge gaseous petroleum engine due to the direction of Daimler and his plant engineer Wilhelm Maybach (Daimler's long time friend).
daimler,After some dispute over the direction design of the engines should take Daimler left Deutz and took Maybach with him.
engine,"This goal was achieved in 1883 with the development of their first engine, a horizontal cylinder engine that ran on Petroleum Naptha."
engine,Daimler's goal was to build an engine small enough that it could be used to power a wide range of transportation equipment with a minimum rotation speed of 600 rpm.
daimler,The next year Daimler and Maybach developed a vertical cylinder model which is called the Grandfather Clock engine and achieved 700 rpm and soon 900 rpm was achieved.
engine,"Having achieved the goals of producing a throttling engine with high enough RPM that was small enough to be used in transportation Daimler and Maybach built the 1884 engine into a two-wheeled test frame which was patented as the ""Petroleum Reitwagen"" (Petroleum Riding Car)."
engine,This test machine demonstrated the feasibility of a liquid petroleum engine which used a compressed fuel charge to power an automobile.
daimler,Daimler is often referred to as the Father of the Automobile.
motorcycle,"[25] ""The first motorcycle looks like an instrument of torture"", wrote Melissa Holbrook Pierson, describing a vehicle that was created along the way to Daimler's real goal, a four-wheeled car, and earning him credit as the inventor of the motorcycle ""malgré lui,"" in spite of himself."
daimler,[26] Daimler had founded an experimental workshop in the garden shed behind his house in Cannstatt near Stuttgart in 1882.
engine,[13] Daimler's and Maybach's next step was to install the engine in a test bed to prove the viability of their engine in a vehicle.
engine,"[13] Their goal was to learn what the engine could do, and not to create a motorcycle; it was just that the engine prototype was not yet powerful enough for a full size carriage."
engine,"[10][27] The Daimler-Maybach grandfather clock engine of 1885 The original design of 1884 used a belt drive, and twist grip on the handlebars which applied the brake when turned one way and tensioned the drive belt, applying power to the wheel, when turned the other way."
engine,"[33][34] It had a 264-cubic-centimetre (16.1 cu in) single-cylinder Otto cycle four-stroke engine mounted on rubber blocks, with two iron tread wooden wheels and a pair of spring-loaded outrigger wheels to help it remain upright."
engine,[13] Its engine output of 0.5 horsepower (0.37 kW) at 600 rpm gave it a speed of about 11 km/h (6.8 mph).
honda,"[27] Replicas[edit] The original Reitwagen was destroyed in the Cannstatt Fire that razed the Daimler-Motoren-Gesellschaft Seelberg-Cannstatt plant in 1903,[36] but several replicas exist in collections at the Mercedes-Benz Museum in Stuttgart, the Deutsches Museum in Munich, the Honda Collection Hall at the Twin Ring Motegi facility in Japan,[37] the AMA Motorcycle Hall of Fame in Ohio,[36] the Deeley Motorcycle Exhibition in Vancouver, Canada,[38] and in Melbourne, Australia."
motorcycle,[39] The Deutsches Museum lent their replica to the Guggenheim Las Vegas The Art of the Motorcycle exhibition in 2001.
motorcycle,"), The Art of the Motorcycle, Harry N. Abrams, p. 399, ISBN 0-8109-9106-3 ^ a b Gardiner, Mark (1997), Classic motorcycles, MetroBooks, p. 16, ISBN 1-56799-460-1 ^ a b Brown, Roland (2005), The Ultimate History of Fast Motorcycles, Bath, England: Parragon, p. 6, ISBN 1-4054-5466-0 ^ Wilson, Hugo (1993), The Ultimate Motorcycle Book, Dorling Kindersley, pp."
motorcycle,""", Orlando Sentinel, p. 46, retrieved 2011-02-11 ^ Forgey, Benjamin (July 5, 1998), ""Article: A Wheelie Big Show; 'Art of the Motorcycle' Speeds Down the Guggenheim's Spiral"", The Washington Post, p. G1, retrieved 2011-02-11 ^ Neale, Brian (25 October 1998), ""Field Museum Turns Biker Garage For Art Of The Motorcycle Exhibit"", Chicago Tribune, p. 1, retrieved 2011-02-11 ^ Falco, Charles M.; Guggenheim Museum Staff (1998), ""Issues in the Evolution of the Motorcycle"", in Krens, Thomas; Drutt, Matthew (eds."
motorcycle,"16–18, ISBN 0-8018-8530-2, retrieved 2011-02-10 ^ a b c Kerr, Glynn (August 2008), ""Design; The Conspiracy Theory"", Motorcycle Consumer News, Irvine, California: Aviation News Corp, vol."
motorcycle,"8, p. 36–37, ISSN 1073-9408 ^ Brown, Roland; McDiarmid, Mac (2000), The Ultimate Motorcycle Encyclopedia: Harley-Davidson, Ducati, Triumph, Honda, Kawasaki and All the Great Marques, Anness Publishing, p. 12, ISBN 1-84038-898-6 ^ ""motorcycle, n.""."
road,"A two-wheeled motor-driven road vehicle, resembling a bicycle but powered by an internal-combustion engine; (now) spec."
engine,"one with an engine capacity, top speed, or weight greater than that of a moped."
daimler,"Harking Back a Decade From The Motor Review, May 29, 1902: Gottlieb Daimler, father of the automobile industry, is honored by the present production of Daimler vehicles in practically every branch of the trade- In Europe no class of automobile building is without a Daimler."
daimler,The Daimler engine stands out prominently as a representative of a type using the hot tube system of ignition.
daimler,"15–19, August 1992, ISSN 0277-9358, retrieved 2011-02-09 ^ ""Mercedes-Benz Classic: November 1885: Daimler riding car travels from Cannstatt to Untertürkheim""."
daimler,"Petroleum Kraftmaschine"", issued 1885-11-29 ^ Automobil auf 2 Rädern - der ""Reitwagen"" on YouTube (narration in German) ^ a b c ""1885 Daimler Replica"", American Motorcyclist, Westerville, Ohio: American Motorcyclist Association, vol."
daimler,"12, December 1995, ISSN 0277-9358, retrieved 2011-02-09 ^ ""1885 / Daimler Reitrad (Replica)"", Honda Collection Hall, Honda, 2010, retrieved 2011-02-11 ^ Deeley Motorcycle Exhibition Employee (2017), Rizwaan Abbas ^ ""Historic labour of love"", The Courier-Mail, October 28, 2008, retrieved 2011-02-07 External links[edit] Wikimedia Commons has media related to Daimler Reitwagen."
daimler,vteEarly motorcyclesSteam Michaux-Perreaux steam velocipede Roper steam velocipede Long steam tricycle Copeland steam bicycle Geneva steam bicycle De Dion-Bouton steam tricycle Thomas steam bicycle Internal combustion Motrice Pia Daimler Reitwagen Butler Petrol-Cycle Clarke gasoline tricycle De Dion-Bouton tricycle Hildebrand & Wolfmüller Millet Orient tricycle Pioneers Pierre Michaux Louis-Guillaume Perreaux Sylvester H. Roper George A.
daimler,"Long Lucius Copeland Jules-Albert de Dion Georges Bouton Louis Semple Clarke Edward Butler Enrico Bernardi Wilhelm Maybach Gottlieb Daimler Outline of motorcycles and motorcycling Motorcycle history Motorized bicycle Steam tricycle Timeline of motorized bicycle history Retrieved from ""https://en.wikipedia.org/w/index.php?title=Daimler_Reitwagen&oldid=993319932"" Categories: Vehicles introduced in 1885Experimental vehiclesGerman motorcycles19th-century motorcyclesGerman inventionsHidden categories: CS1 maint: archived copy as titleCS1: Julian–Gregorian uncertaintyArticles with short descriptionShort description is different from WikidataCommons category link is on Wikidata"
motorcycle,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search Indian two-wheeler manufacturing company Hero MotoCorp LimitedFormerlyHero HondaTypePublicTraded asBSE: 500182NSE: HEROMOTOCONSE NIFTY 50 ConstituentISININE158A01026IndustryAutomotiveFounded19 January 1984; 37 years ago (1984-01-19)FounderBrijmohan Lall MunjalHeadquartersNew Delhi, IndiaKey peoplePawan Munjal (Chairman, MD & CEO)[1]ProductsMotorcyclesScootersProduction output 7,587,130 units (2018)Revenue ₹29,614 crore (US$4.2 billion) (2020)[2]Operating income ₹3,958 crore (US$550 million) (2020)[2]Net income ₹3,633 crore (US$510 million) (2020)[2]Total assets ₹18,749 crore (US$2.6 billion) (2020)[2]Total equity ₹14,096 crore (US$2.0 billion) (2020)[2]OwnerMunjal family (39.92%)Number of employees8,599 (2020)[2]ParentHero Motors CompanyWebsiteHero Motocorp Hero MotoCorp Limited, formerly Hero Honda, is an Indian multinational motorcycle and scooter manufacturer based in New Delhi, India."
honda,"[5] Contents 1 History 1.1 Termination of Honda joint venture and the renaming 1.2 Formation of the new company 2 Hero Electric 3 Equity investments 4 Operations 5 Listings and shareholding 6 Employees 7 Awards and recognition 8 Initiatives 9 Sponsorship 10 See also 11 References 12 External links History[edit] Hero Honda started its operations in 1984 as a joint venture between Hero Cycles (sometimes called Hero Group, not to be confused with the Hero Group food company of Switzerland) of India and Honda of Japan."
honda,"[8] ""Hero"" is the brand name used by the Munjal brothers for their flagship company, Hero Cycles Ltd. A joint venture between the Hero Group and Honda Motor Company was established in 1984 as the Hero Honda Motors Limited at Dharuhera, India."
honda,Munjal family and Honda group both owned 26% stake in the Company.
honda,"[9] Termination of Honda joint venture and the renaming[edit] Hero Honda Passion Hero Karizma R By December 2010, the board of directors of the Hero Honda Group had decided to terminate the joint venture between Hero Group of India and Honda of Japan in a phased manner."
honda,The Hero Group would buy out the 26% stake of the Honda in JV Hero Honda.
honda,"From the beginning, the Hero Group relied on their Japanese partner Honda for the technology in their bikes."
motorcycle,"Honda, wanting to focus only on its independent fully owned two-wheeler subsidiary—Honda Motorcycle and Scooter India (HMSI)—, exited Hero Honda at a discount and get over ₹6,400 crore (equivalent to ₹120 billion or US$1.6 billion in 2019) for its stake."
honda,"Another major irritant for Honda was the refusal of Hero Honda (mainly managed by the Munjal family) to merge the company's spare parts business with Honda's new fully owned subsidiary, HMSI."
honda,[13] Formation of the new company[edit] The name of the company was changed from Hero Honda Motors Limited to Hero MotoCorp Limited on 29 July 2011.
engine,[15] Hero also updated its 100cc engine range in 2014 for 110cc bikes except Hero Dawn.
motorcycle,"[17] Equity investments[edit] In July 2013, HMC acquired 49.2%[18] shareholding in Erik Buell Racing, a motorcycle sport company which produced street and racing motorcycles based in East Troy, Wisconsin, United States."
honda,"It has a customer loyalty program since 2000, called the Hero Honda Passport Program which is now known as Hero GoodLife Program."
honda,"[3] Its most popular bike, the Hero Honda Splendor sells more than 10 lakh units per year."
motorcycle,"Hero MotoCorp launched XPulse 200 adventure motorcycle in India on 1 May 2019, along with the XPulse 200T touring motorcycle."
honda,[3] Awards and recognition[edit] The 2006 Forbes list of the 200 World's Most Respected Companies had Hero Honda Motors ranked at #108.
honda,[33] The Brand Trust Report published by Trust Research Advisory has ranked Hero Honda in the 7th position among the most trusted brands in India.
honda,"Initiatives[edit] The company started Raman Kant Munjal Foundation (RKMF), in 1992 when it was known as Hero Honda Motors Ltd., that looks after: Raman Munjal Vidya Mandir (Educational Institution) BML Munjal University During the financial year, the company spent ₹1.4 crores on corporate social responsibility."
motorcycle,"^ ""Honda Motorcycle overtakes Bajaj as 2nd largest domestic two-wheeler maker""."
honda,"Retrieved 15 January 2014.<|url=https://www.wsj.com/news/articles/SB10001424052748704758904576187842700072676 |title=Honda to Sell Hero Stake at Half Market Price | work=The Wall Street Journal |date=9 March 2011 |accessdate=15 January 2014}} ^ ""Hero gets Honda stake at big discount""."
honda,"^ ""Munjal family & Honda Motor to discuss Hero Honda split today""."
honda,"^ a b ""Hero, Honda split terms finalized – The Times of India""."
racing,"^ ""Hero MotoCorp picks up 49.2% stake in US-based Erik Buell Racing for $25 million""."
honda,"""Hero-Honda split: Honda restrategizing its vendor policy""."
honda,Find a Dealer - Honda Important Information Regarding COVID-19 click here Recall Information click here Open Main Navigation Search Honda...
